loss,train_acc_step,epoch,step
2.3089399337768555,0.0,0,49
2.2704055309295654,0.0,0,99
2.237145185470581,0.0,0,149
2.3014333248138428,0.0,0,199
2.20745849609375,0.0,0,249
2.205205202102661,0.0,0,299
2.1588261127471924,0.0,0,349
2.1336851119995117,0.0,0,399
2.145686149597168,0.0,0,449
2.0162353515625,0.0,0,499
2.14984393119812,0.0,0,549
2.0803768634796143,0.0,0,599
2.022007703781128,0.0,0,649
2.0251893997192383,0.0,0,699
2.2572059631347656,0.0,0,749
2.157017469406128,0.0,0,799
2.0183608531951904,0.0,0,849
2.146061897277832,0.0,0,899
1.9929243326187134,0.0,0,949
1.989957571029663,0.0,0,999
1.903138279914856,0.0,0,1049
2.0586748123168945,0.0,0,1099
2.03212833404541,0.0,0,1149
1.9917025566101074,0.0,1,1199
2.0145609378814697,0.0031250000465661287,1,1249
1.9784005880355835,0.0,1,1299
2.04215407371521,0.0031250000465661287,1,1349
1.974327802658081,0.012500000186264515,1,1399
1.9751276969909668,0.00937500037252903,1,1449
2.0560989379882812,0.0,1,1499
1.938045620918274,0.0062500000931322575,1,1549
2.044832229614258,0.0,1,1599
1.9781252145767212,0.0062500000931322575,1,1649
2.148399829864502,0.0,1,1699
1.7589893341064453,0.02187499962747097,1,1749
1.7630208730697632,0.00937500037252903,1,1799
1.9745428562164307,0.00937500037252903,1,1849
2.096301794052124,0.0,1,1899
1.9515032768249512,0.012500000186264515,1,1949
1.9695419073104858,0.0062500000931322575,1,1999
1.865802526473999,0.0,1,2049
1.9027516841888428,0.0031250000465661287,1,2099
1.8876675367355347,0.015625,1,2149
2.0165252685546875,0.0,1,2199
1.929767370223999,0.012500000186264515,1,2249
1.8818269968032837,0.0062500000931322575,1,2299
2.0072290897369385,0.0,1,2349
1.9512684345245361,0.00937500037252903,2,2399
1.846580982208252,0.0062500000931322575,2,2449
2.0068461894989014,0.0031250000465661287,2,2499
2.0235280990600586,0.00937500037252903,2,2549
2.072587013244629,0.0,2,2599
2.02541446685791,0.0031250000465661287,2,2649
1.8932127952575684,0.02500000037252903,2,2699
1.8987795114517212,0.012500000186264515,2,2749
1.8724336624145508,0.00937500037252903,2,2799
1.9431374073028564,0.0031250000465661287,2,2849
2.0158300399780273,0.0,2,2899
2.08121395111084,0.0,2,2949
2.0299150943756104,0.0031250000465661287,2,2999
1.9545570611953735,0.0062500000931322575,2,3049
2.105761766433716,0.0062500000931322575,2,3099
2.021686553955078,0.0031250000465661287,2,3149
2.0502071380615234,0.012500000186264515,2,3199
2.078098773956299,0.0,2,3249
2.0586137771606445,0.0,2,3299
2.086273431777954,0.00937500037252903,2,3349
1.9407665729522705,0.015625,2,3399
2.042694091796875,0.02187499962747097,2,3449
1.9272022247314453,0.0062500000931322575,2,3499
1.9087132215499878,0.0062500000931322575,3,3549
2.0490000247955322,0.0031250000465661287,3,3599
2.054344415664673,0.00937500037252903,3,3649
1.9131605625152588,0.0031250000465661287,3,3699
2.0013182163238525,0.0062500000931322575,3,3749
2.0009546279907227,0.0062500000931322575,3,3799
2.018221378326416,0.012500000186264515,3,3849
1.9335565567016602,0.0062500000931322575,3,3899
2.087369441986084,0.0031250000465661287,3,3949
1.8139694929122925,0.0,3,3999
2.0227508544921875,0.0,3,4049
2.0662760734558105,0.0062500000931322575,3,4099
1.834077000617981,0.012500000186264515,3,4149
2.049149990081787,0.02187499962747097,3,4199
1.8992152214050293,0.0,3,4249
1.9891440868377686,0.012500000186264515,3,4299
2.030627727508545,0.012500000186264515,3,4349
1.956606149673462,0.0,3,4399
2.0086894035339355,0.012500000186264515,3,4449
1.8718825578689575,0.0062500000931322575,3,4499
1.8541514873504639,0.00937500037252903,3,4549
1.9768385887145996,0.012500000186264515,3,4599
1.8999629020690918,0.0031250000465661287,3,4649
1.860677719116211,0.02187499962747097,3,4699
1.9548084735870361,0.0062500000931322575,4,4749
1.9587740898132324,0.012500000186264515,4,4799
1.8504693508148193,0.02187499962747097,4,4849
1.8542566299438477,0.0,4,4899
1.8924896717071533,0.0,4,4949
1.8966704607009888,0.00937500037252903,4,4999
1.8886032104492188,0.02812499925494194,4,5049
1.8435977697372437,0.00937500037252903,4,5099
1.8140991926193237,0.0,4,5149
1.9862819910049438,0.0062500000931322575,4,5199
1.8203774690628052,0.01875000074505806,4,5249
2.052210807800293,0.00937500037252903,4,5299
1.9228073358535767,0.0,4,5349
1.6853337287902832,0.012500000186264515,4,5399
1.847792387008667,0.0062500000931322575,4,5449
1.8862640857696533,0.0,4,5499
1.7860225439071655,0.02500000037252903,4,5549
2.0535902976989746,0.01875000074505806,4,5599
1.806989073753357,0.012500000186264515,4,5649
2.086989164352417,0.0031250000465661287,4,5699
2.08612322807312,0.02187499962747097,4,5749
1.9278755187988281,0.00937500037252903,4,5799
1.9370037317276,0.00937500037252903,4,5849
1.9032737016677856,0.012500000186264515,4,5899
